Order ID,Date,Item Name,Item Type,Item_Price,Quantity,Revenue,Transaction_Type,Received_by,Time_of_sale,Month,Day
656,"Monday, November 28, 2022",Sandwich,Fastfood,60,6,360,Online,Mrs.,Midnight,Nov,Mon
705,"Friday, October 7, 2022",Sandwich,Fastfood,60,6,360,Online,Mr.,Evening,Oct,Fri
772,"Monday, March 20, 2023",Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening,Mar,Mon
775,"Monday, March 27, 2023",Sandwich,Fastfood,60,6,360,Cash,Mr.,Night,Mar,Mon
793,"Tuesday, August 30, 2022",Sandwich,Fastfood,60,6,360,Cash,Mrs.,Night,Aug,Tue
830,"Monday, November 28, 2022",Cold coffee,Beverages,40,9,360,Cash,Mr.,Night,Nov,Mon
838,"Sunday, July 31, 2022",Cold coffee,Beverages,40,9,360,Online,Mrs.,Morning,Jul,Sun
858,"Tuesday, November 22, 2022",Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening,Nov,Tue
864,"Saturday, August 20, 2022",Cold coffee,Beverages,40,9,360,Online,Mr.,Morning,Aug,Sat
878,"Friday, August 12, 2022",Sandwich,Fastfood,60,6,360,Online,Mr.,Evening,Aug,Fri
879,"Sunday, November 6, 2022",Cold coffee,Beverages,40,9,360,Cash,Mrs.,Evening,Nov,Sun
117,"Thursday, March 9, 2023",Frankie,Fastfood,50,7,350,Online,Mrs.,Evening,Mar,Thu
157,"Friday, February 24, 2023",Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight,Feb,Fri
191,"Friday, May 20, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Morning,May,Fri
214,"Saturday, December 3, 2022",Sugarcane juice,Beverages,25,14,350,Online,Mr.,Evening,Dec,Sat
224,"Thursday, March 23, 2023",Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon,Mar,Thu
284,"Sunday, January 29, 2023",Frankie,Fastfood,50,7,350,Cash,Mr.,Afternoon,Jan,Sun
311,"Sunday, July 31, 2022",Frankie,Fastfood,50,7,350,Cash,Mrs.,Morning,Jul,Sun
347,"Friday, June 24, 2022",Frankie,Fastfood,50,7,350,Cash,Mrs.,Afternoon,Jun,Fri
356,"Thursday, May 26, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night,May,Thu
387,"Friday, March 17, 2023",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight,Mar,Fri
402,"Sunday, March 19, 2023",Frankie,Fastfood,50,7,350,Cash,Mr.,Night,Mar,Sun
404,"Saturday, November 26, 2022",Frankie,Fastfood,50,7,350,Cash,Mrs.,Midnight,Nov,Sat
412,"Thursday, March 9, 2023",Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon,Mar,Thu
419,"Saturday, October 8, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight,Oct,Sat
423,"Friday, October 21, 2022",Frankie,Fastfood,50,7,350,Cash,Mrs.,Night,Oct,Fri
501,"Tuesday, August 9, 2022",Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Afternoon,Aug,Tue
563,"Thursday, October 13, 2022",Frankie,Fastfood,50,7,350,Online,Mrs.,Evening,Oct,Thu
630,"Friday, May 27, 2022",Frankie,Fastfood,50,7,350,Cash,Mrs.,Morning,May,Fri
661,"Tuesday, October 11, 2022",Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight,Oct,Tue
676,"Wednesday, May 4, 2022",Frankie,Fastfood,50,7,350,Cash,Mrs.,Evening,May,Wed
701,"Tuesday, July 19, 2022",Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening,Jul,Tue
713,"Friday, December 2, 2022",Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Morning,Dec,Fri
714,"Wednesday, December 14, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon,Dec,Wed
734,"Friday, October 7, 2022",Frankie,Fastfood,50,7,350,Cash,Mr.,Evening,Oct,Fri
754,"Thursday, December 29, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Evening,Dec,Thu
796,"Saturday, June 25, 2022",Sugarcane juice,Beverages,25,14,350,Online,Mr.,Night,Jun,Sat
834,"Wednesday, May 25, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening,May,Wed
857,"Tuesday, November 8, 2022",Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening,Nov,Tue
862,"Friday, March 10, 2023",Frankie,Fastfood,50,7,350,Online,Mr.,Night,Mar,Fri
877,"Thursday, October 27, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Afternoon,Oct,Thu
938,"Wednesday, August 10, 2022",Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening,Aug,Wed
940,"Tuesday, February 7, 2023",Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Midnight,Feb,Tue
982,"Thursday, March 30, 2023",Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night,Mar,Thu
116,"Friday, August 26, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Evening,Aug,Fri
124,"Friday, October 14, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mrs.,Evening,Oct,Fri
253,"Saturday, June 18, 2022",Sugarcane juice,Beverages,25,13,325,Online,Mr.,Afternoon,Jun,Sat
336,"Saturday, September 3, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mrs.,Midnight,Sep,Sat
464,"Tuesday, October 18, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,Oct,Tue
581,"Saturday, April 23, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Afternoon,Apr,Sat
674,"Sunday, July 17, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,Jul,Sun
693,"Tuesday, November 29, 2022",Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Midnight,Nov,Tue
759,"Sunday, December 25, 2022",Sugarcane juice,Beverages,25,13,325,Online,Mr.,Midnight,Dec,Sun
780,"Sunday, November 27, 2022",Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Afternoon,Nov,Sun
844,"Wednesday, May 4, 2022",Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,May,Wed
986,"Saturday, April 30, 2022",Sugarcane juice,Beverages,25,13,325,Online,Mr.,Night,Apr,Sat
103,"Tuesday, March 14, 2023",Cold coffee,Beverages,40,8,320,Online,Mrs.,Midnight,Mar,Tue
121,"Friday, August 26, 2022",Cold coffee,Beverages,40,8,320,Cash,Mr.,Afternoon,Aug,Fri
184,"Tuesday, January 3, 2023",Cold coffee,Beverages,40,8,320,Cash,Mr.,Night,Jan,Tue
207,"Monday, February 20, 2023",Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,Feb,Mon
306,"Friday, March 3, 2023",Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning,Mar,Fri
350,"Wednesday, September 21, 2022",Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning,Sep,Wed
490,"Monday, December 26, 2022",Cold coffee,Beverages,40,8,320,Cash,Mr.,Morning,Dec,Mon
504,"Friday, December 9, 2022",Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening,Dec,Fri
514,"Wednesday, August 24, 2022",Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,Aug,Wed
598,"Tuesday, August 2, 2022",Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon,Aug,Tue
876,"Friday, June 10, 2022",Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,Jun,Fri
964,"Saturday, May 7, 2022",Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening,May,Sat
2,"Tuesday, August 23, 2022",Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon,Aug,Tue
22,"Tuesday, October 4, 2022",Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening,Oct,Tue
40,"Sunday, February 5, 2023",Sandwich,Fastfood,60,5,300,Online,Mrs.,Night,Feb,Sun
52,"Thursday, March 16, 2023",Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight,Mar,Thu
77,"Saturday, February 4, 2023",Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight,Feb,Sat
86,"Thursday, March 9, 2023",Aalopuri,Fastfood,20,15,300,Cash,Mr.,Morning,Mar,Thu
90,"Saturday, October 29, 2022",Vadapav,Fastfood,20,15,300,Online,Mr.,Night,Oct,Sat
92,"Friday, May 13, 2022",Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon,May,Fri
94,"Wednesday, September 14, 2022",Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Night,Sep,Wed
136,"Wednesday, August 24, 2022",Aalopuri,Fastfood,20,15,300,Online,Mr.,Morning,Aug,Wed
142,"Friday, December 30, 2022",Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Morning,Dec,Fri
161,"Thursday, January 19, 2023",Sugarcane juice,Beverages,25,12,300,Cash,Mr.,Evening,Jan,Thu
163,"Friday, January 6, 2023",Frankie,Fastfood,50,6,300,Online,Mrs.,Midnight,Jan,Fri
187,"Tuesday, October 11, 2022",Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Morning,Oct,Tue
199,"Wednesday, February 1, 2023",Frankie,Fastfood,50,6,300,Online,Mrs.,Morning,Feb,Wed
230,"Saturday, April 16, 2022",Frankie,Fastfood,50,6,300,Online,Mr.,Afternoon,Apr,Sat
264,"Monday, July 18, 2022",Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning,Jul,Mon
273,"Monday, August 15, 2022",Panipuri,Fastfood,20,15,300,Cash,Mr.,Midnight,Aug,Mon
275,"Saturday, February 4, 2023",Vadapav,Fastfood,20,15,300,Online,Mr.,Night,Feb,Sat
278,"Sunday, June 19, 2022",Frankie,Fastfood,50,6,300,Online,Mrs.,Night,Jun,Sun
279,"Wednesday, September 14, 2022",Vadapav,Fastfood,20,15,300,Cash,Mrs.,Afternoon,Sep,Wed
304,"Saturday, May 28, 2022",Vadapav,Fastfood,20,15,300,Online,Mr.,Morning,May,Sat
338,"Friday, May 6, 2022",Sugarcane juice,Beverages,25,12,300,Cash,Mr.,Morning,May,Fri
373,"Sunday, May 8, 2022",Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight,May,Sun
380,"Thursday, October 20, 2022",Sandwich,Fastfood,60,5,300,Online,Mrs.,Afternoon,Oct,Thu
392,"Sunday, September 18, 2022",Aalopuri,Fastfood,20,15,300,Online,Mr.,Night,Sep,Sun
410,"Wednesday, November 23, 2022",Aalopuri,Fastfood,20,15,300,Online,Mr.,Afternoon,Nov,Wed
443,"Monday, September 5, 2022",Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Night,Sep,Mon
447,"Tuesday, January 17, 2023",Frankie,Fastfood,50,6,300,Online,Mrs.,Afternoon,Jan,Tue
465,"Sunday, January 15, 2023",Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening,Jan,Sun
473,"Sunday, September 4, 2022",Sandwich,Fastfood,60,5,300,Cash,Mrs.,Evening,Sep,Sun
516,"Thursday, September 22, 2022",Sugarcane juice,Beverages,25,12,300,Online,Mrs.,Midnight,Sep,Thu
523,"Thursday, November 3, 2022",Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon,Nov,Thu
543,"Sunday, April 10, 2022",Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Evening,Apr,Sun
565,"Tuesday, September 27, 2022",Panipuri,Fastfood,20,15,300,Cash,Mr.,Evening,Sep,Tue
590,"Monday, March 27, 2023",Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight,Mar,Mon
594,"Friday, January 20, 2023",Frankie,Fastfood,50,6,300,Cash,Mrs.,Morning,Jan,Fri
635,"Monday, February 6, 2023",Vadapav,Fastfood,20,15,300,Online,Mrs.,Night,Feb,Mon
641,"Thursday, February 9, 2023",Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon,Feb,Thu
655,"Thursday, June 30, 2022",Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning,Jun,Thu
670,"Tuesday, July 5, 2022",Panipuri,Fastfood,20,15,300,Cash,Mr.,Night,Jul,Tue
700,"Tuesday, November 15, 2022",Frankie,Fastfood,50,6,300,Cash,Mrs.,Evening,Nov,Tue
708,"Wednesday, March 15, 2023",Sandwich,Fastfood,60,5,300,Cash,Mrs.,Midnight,Mar,Wed
719,"Monday, May 9, 2022",Vadapav,Fastfood,20,15,300,Cash,Mrs.,Midnight,May,Mon
722,"Wednesday, September 14, 2022",Vadapav,Fastfood,20,15,300,Cash,Mr.,Midnight,Sep,Wed
818,"Tuesday, February 28, 2023",Frankie,Fastfood,50,6,300,Cash,Mr.,Night,Feb,Tue
851,"Saturday, January 28, 2023",Aalopuri,Fastfood,20,15,300,Online,Mrs.,Night,Jan,Sat
875,"Friday, August 5, 2022",Vadapav,Fastfood,20,15,300,Cash,Mr.,Evening,Aug,Fri
893,"Wednesday, July 13, 2022",Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Afternoon,Jul,Wed
903,"Sunday, January 1, 2023",Aalopuri,Fastfood,20,15,300,Online,Mr.,Night,Jan,Sun
917,"Sunday, May 15, 2022",Vadapav,Fastfood,20,15,300,Online,Mr.,Evening,May,Sun
931,"Sunday, June 26, 2022",Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon,Jun,Sun
939,"Sunday, February 19, 2023",Vadapav,Fastfood,20,15,300,Online,Mr.,Midnight,Feb,Sun
942,"Wednesday, July 20, 2022",Frankie,Fastfood,50,6,300,Cash,Mr.,Night,Jul,Wed
950,"Sunday, September 25, 2022",Frankie,Fastfood,50,6,300,Online,Mrs.,Evening,Sep,Sun
981,"Sunday, January 22, 2023",Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight,Jan,Sun
992,"Friday, October 21, 2022",Sandwich,Fastfood,60,5,300,Cash,Mr.,Morning,Oct,Fri
8,"Thursday, December 22, 2022",Panipuri,Fastfood,20,14,280,Online,Mr.,Night,Dec,Thu
54,"Wednesday, December 28, 2022",Panipuri,Fastfood,20,14,280,Online,Mrs.,Morning,Dec,Wed
57,"Thursday, August 4, 2022",Panipuri,Fastfood,20,14,280,Online,Mrs.,Morning,Aug,Thu
61,"Sunday, December 25, 2022",Vadapav,Fastfood,20,14,280,Cash,Mrs.,Afternoon,Dec,Sun
89,"Friday, December 23, 2022",Aalopuri,Fastfood,20,14,280,Cash,Mr.,Evening,Dec,Fri
156,"Saturday, March 25, 2023",Panipuri,Fastfood,20,14,280,Cash,Mr.,Midnight,Mar,Sat
181,"Thursday, June 9, 2022",Cold coffee,Beverages,40,7,280,Cash,Mrs.,Night,Jun,Thu
188,"Wednesday, December 28, 2022",Panipuri,Fastfood,20,14,280,Cash,Mrs.,Night,Dec,Wed
204,"Monday, October 24, 2022",Cold coffee,Beverages,40,7,280,Cash,Mrs.,Evening,Oct,Mon
258,"Tuesday, September 6, 2022",Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight,Sep,Tue
280,"Sunday, October 9, 2022",Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,Oct,Sun
302,"Tuesday, March 21, 2023",Aalopuri,Fastfood,20,14,280,Cash,Mr.,Night,Mar,Tue
337,"Saturday, October 15, 2022",Aalopuri,Fastfood,20,14,280,Online,Mrs.,Midnight,Oct,Sat
345,"Monday, May 9, 2022",Panipuri,Fastfood,20,14,280,Online,Mrs.,Night,May,Mon
354,"Monday, January 16, 2023",Panipuri,Fastfood,20,14,280,Online,Mr.,Midnight,Jan,Mon
418,"Saturday, November 12, 2022",Cold coffee,Beverages,40,7,280,Online,Mr.,Night,Nov,Sat
422,"Tuesday, August 2, 2022",Cold coffee,Beverages,40,7,280,Online,Mr.,Evening,Aug,Tue
425,"Wednesday, August 17, 2022",Panipuri,Fastfood,20,14,280,Online,Mr.,Afternoon,Aug,Wed
433,"Friday, May 27, 2022",Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,May,Fri
459,"Wednesday, June 8, 2022",Vadapav,Fastfood,20,14,280,Cash,Mr.,Night,Jun,Wed
507,"Wednesday, December 14, 2022",Aalopuri,Fastfood,20,14,280,Online,Mrs.,Morning,Dec,Wed
521,"Friday, January 27, 2023",Panipuri,Fastfood,20,14,280,Online,Mr.,Morning,Jan,Fri
553,"Friday, November 11, 2022",Panipuri,Fastfood,20,14,280,Cash,Mr.,Evening,Nov,Fri
567,"Sunday, October 16, 2022",Cold coffee,Beverages,40,7,280,Online,Mrs.,Afternoon,Oct,Sun
577,"Tuesday, September 6, 2022",Cold coffee,Beverages,40,7,280,Cash,Mr.,Evening,Sep,Tue
609,"Tuesday, February 7, 2023",Aalopuri,Fastfood,20,14,280,Cash,Mr.,Midnight,Feb,Tue
639,"Thursday, January 26, 2023",Vadapav,Fastfood,20,14,280,Cash,Mrs.,Morning,Jan,Thu
646,"Tuesday, August 30, 2022",Vadapav,Fastfood,20,14,280,Online,Mrs.,Afternoon,Aug,Tue
657,"Tuesday, January 10, 2023",Cold coffee,Beverages,40,7,280,Cash,Mr.,Midnight,Jan,Tue
665,"Friday, May 6, 2022",Aalopuri,Fastfood,20,14,280,Online,Mrs.,Evening,May,Fri
682,"Tuesday, October 11, 2022",Aalopuri,Fastfood,20,14,280,Online,Mr.,Midnight,Oct,Tue
694,"Friday, April 22, 2022",Panipuri,Fastfood,20,14,280,Cash,Mr.,Midnight,Apr,Fri
742,"Friday, November 18, 2022",Panipuri,Fastfood,20,14,280,Online,Mr.,Night,Nov,Fri
763,"Monday, July 4, 2022",Vadapav,Fastfood,20,14,280,Cash,Mrs.,Night,Jul,Mon
773,"Sunday, August 14, 2022",Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon,Aug,Sun
825,"Sunday, October 30, 2022",Panipuri,Fastfood,20,14,280,Cash,Mrs.,Morning,Oct,Sun
871,"Wednesday, December 7, 2022",Vadapav,Fastfood,20,14,280,Cash,Mrs.,Evening,Dec,Wed
915,"Friday, October 7, 2022",Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon,Oct,Fri
921,"Wednesday, September 21, 2022",Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight,Sep,Wed
924,"Saturday, December 17, 2022",Panipuri,Fastfood,20,14,280,Cash,Mr.,Afternoon,Dec,Sat
952,"Saturday, September 24, 2022",Aalopuri,Fastfood,20,14,280,Cash,Mrs.,Evening,Sep,Sat
333,"Sunday, October 30, 2022",Sugarcane juice,Beverages,25,11,275,Cash,Mrs.,Afternoon,Oct,Sun
757,"Sunday, December 25, 2022",Sugarcane juice,Beverages,25,11,275,Online,Mr.,Morning,Dec,Sun
816,"Wednesday, January 11, 2023",Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning,Jan,Wed
895,"Tuesday, January 3, 2023",Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Afternoon,Jan,Tue
976,"Sunday, April 17, 2022",Sugarcane juice,Beverages,25,11,275,Cash,Mrs.,Morning,Apr,Sun
1,"Sunday, July 3, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mr.,Night,Jul,Sun
33,"Sunday, February 5, 2023",Aalopuri,Fastfood,20,13,260,Online,Mr.,Night,Feb,Sun
53,"Tuesday, July 26, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Jul,Tue
84,"Friday, March 3, 2023",Panipuri,Fastfood,20,13,260,Cash,Mr.,Midnight,Mar,Fri
115,"Thursday, January 12, 2023",Aalopuri,Fastfood,20,13,260,Cash,Mr.,Evening,Jan,Thu
129,"Wednesday, October 19, 2022",Panipuri,Fastfood,20,13,260,Cash,Mrs.,Morning,Oct,Wed
223,"Wednesday, September 21, 2022",Panipuri,Fastfood,20,13,260,Online,Mr.,Night,Sep,Wed
226,"Monday, December 12, 2022",Aalopuri,Fastfood,20,13,260,Online,Mrs.,Afternoon,Dec,Mon
232,"Saturday, April 23, 2022",Vadapav,Fastfood,20,13,260,Cash,Mrs.,Night,Apr,Sat
237,"Tuesday, November 8, 2022",Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,Nov,Tue
238,"Tuesday, April 26, 2022",Vadapav,Fastfood,20,13,260,Cash,Mr.,Morning,Apr,Tue
271,"Tuesday, May 3, 2022",Vadapav,Fastfood,20,13,260,Cash,Mr.,Evening,May,Tue
282,"Monday, May 16, 2022",Vadapav,Fastfood,20,13,260,Cash,Mrs.,Morning,May,Mon
359,"Saturday, August 27, 2022",Aalopuri,Fastfood,20,13,260,Online,Mrs.,Night,Aug,Sat
375,"Thursday, November 17, 2022",Panipuri,Fastfood,20,13,260,Cash,Mr.,Evening,Nov,Thu
495,"Thursday, October 20, 2022",Aalopuri,Fastfood,20,13,260,Online,Mrs.,Midnight,Oct,Thu
502,"Wednesday, January 4, 2023",Panipuri,Fastfood,20,13,260,Online,Mr.,Night,Jan,Wed
503,"Friday, November 4, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Morning,Nov,Fri
517,"Saturday, July 2, 2022",Panipuri,Fastfood,20,13,260,Online,Mr.,Evening,Jul,Sat
522,"Thursday, December 29, 2022",Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,Dec,Thu
524,"Sunday, May 1, 2022",Aalopuri,Fastfood,20,13,260,Online,Mr.,Afternoon,May,Sun
532,"Monday, March 27, 2023",Panipuri,Fastfood,20,13,260,Online,Mrs.,Midnight,Mar,Mon
540,"Friday, May 27, 2022",Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon,May,Fri
582,"Thursday, May 12, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning,May,Thu
622,"Wednesday, December 14, 2022",Panipuri,Fastfood,20,13,260,Online,Mr.,Afternoon,Dec,Wed
634,"Tuesday, July 26, 2022",Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Jul,Tue
736,"Sunday, September 25, 2022",Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Sep,Sun
777,"Sunday, October 23, 2022",Panipuri,Fastfood,20,13,260,Cash,Mr.,Morning,Oct,Sun
811,"Thursday, March 2, 2023",Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Mar,Thu
814,"Wednesday, October 5, 2022",Vadapav,Fastfood,20,13,260,Cash,Mrs.,Midnight,Oct,Wed
868,"Wednesday, August 17, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Evening,Aug,Wed
896,"Sunday, October 30, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mr.,Night,Oct,Sun
974,"Saturday, January 28, 2023",Vadapav,Fastfood,20,13,260,Online,Mr.,Afternoon,Jan,Sat
979,"Saturday, May 21, 2022",Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,May,Sat
24,"Saturday, February 11, 2023",Sugarcane juice,Beverages,25,10,250,Online,Mr.,Afternoon,Feb,Sat
155,"Tuesday, February 7, 2023",Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Evening,Feb,Tue
248,"Sunday, April 17, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Midnight,Apr,Sun
272,"Friday, July 29, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Jul,Fri
274,"Wednesday, January 4, 2023",Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night,Jan,Wed
351,"Friday, July 8, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Jul,Fri
366,"Wednesday, November 30, 2022",Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Afternoon,Nov,Wed
386,"Wednesday, November 23, 2022",Frankie,Fastfood,50,5,250,Online,Mr.,Midnight,Nov,Wed
393,"Saturday, July 2, 2022",Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Evening,Jul,Sat
405,"Tuesday, December 13, 2022",Sugarcane juice,Beverages,25,10,250,Cash,Mr.,Night,Dec,Tue
451,"Wednesday, March 15, 2023",Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Midnight,Mar,Wed
452,"Sunday, December 25, 2022",Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,Dec,Sun
578,"Thursday, June 30, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Jun,Thu
688,"Saturday, May 14, 2022",Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,May,Sat
756,"Friday, October 21, 2022",Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Morning,Oct,Fri
831,"Monday, August 1, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Morning,Aug,Mon
922,"Monday, June 13, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Evening,Jun,Mon
930,"Sunday, November 27, 2022",Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night,Nov,Sun
965,"Saturday, October 8, 2022",Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Oct,Sat
38,"Wednesday, March 8, 2023",Panipuri,Fastfood,20,12,240,Online,Mrs.,Night,Mar,Wed
71,"Monday, December 5, 2022",Cold coffee,Beverages,40,6,240,Online,Mr.,Night,Dec,Mon
75,"Thursday, February 2, 2023",Cold coffee,Beverages,40,6,240,Online,Mrs.,Afternoon,Feb,Thu
91,"Wednesday, March 22, 2023",Cold coffee,Beverages,40,6,240,Cash,Mrs.,Evening,Mar,Wed
107,"Tuesday, February 7, 2023",Sandwich,Fastfood,60,4,240,Online,Mr.,Afternoon,Feb,Tue
123,"Thursday, June 9, 2022",Cold coffee,Beverages,40,6,240,Online,Mr.,Evening,Jun,Thu
134,"Sunday, July 17, 2022",Aalopuri,Fastfood,20,12,240,Online,Mrs.,Night,Jul,Sun
167,"Thursday, February 23, 2023",Cold coffee,Beverages,40,6,240,Cash,Mrs.,Morning,Feb,Thu
168,"Tuesday, April 19, 2022",Sandwich,Fastfood,60,4,240,Cash,Mrs.,Midnight,Apr,Tue
189,"Wednesday, February 8, 2023",Vadapav,Fastfood,20,12,240,Online,Mr.,Afternoon,Feb,Wed
195,"Saturday, April 23, 2022",Sandwich,Fastfood,60,4,240,Cash,Mrs.,Night,Apr,Sat
211,"Monday, April 18, 2022",Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning,Apr,Mon
236,"Sunday, June 26, 2022",Vadapav,Fastfood,20,12,240,Cash,Mrs.,Evening,Jun,Sun
259,"Friday, November 18, 2022",Sandwich,Fastfood,60,4,240,Online,Mr.,Morning,Nov,Fri
317,"Friday, March 10, 2023",Aalopuri,Fastfood,20,12,240,Online,Mrs.,Afternoon,Mar,Fri
325,"Thursday, March 2, 2023",Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Mar,Thu
411,"Sunday, November 20, 2022",Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon,Nov,Sun
430,"Saturday, November 5, 2022",Sandwich,Fastfood,60,4,240,Online,Mr.,Night,Nov,Sat
434,"Sunday, August 21, 2022",Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning,Aug,Sun
475,"Friday, February 24, 2023",Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night,Feb,Fri
480,"Sunday, October 2, 2022",Vadapav,Fastfood,20,12,240,Cash,Mr.,Evening,Oct,Sun
529,"Sunday, May 15, 2022",Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,May,Sun
535,"Monday, September 5, 2022",Sandwich,Fastfood,60,4,240,Online,Mr.,Midnight,Sep,Mon
541,"Saturday, July 30, 2022",Panipuri,Fastfood,20,12,240,Cash,Mr.,Night,Jul,Sat
568,"Thursday, December 29, 2022",Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Dec,Thu
576,"Thursday, March 23, 2023",Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Mar,Thu
